Accident year,Accident severity,Region,Ons code,Speed limit,Light condition,Weather condition,Road surface,Accidents
2018,Fatal,South East,E12000008,1-20 mph,Daylight,Fine no high winds,Dry,1
2018,Fatal,South East,E12000008,21-30 mph,Daylight,Fine no high winds,Dry,29
2018,Fatal,South East,E12000008,21-30 mph,Daylight,Fine no high winds,Wet or damp,7
2018,Fatal,South East,E12000008,21-30 mph,Daylight,Raining no high winds,Wet or damp,1
2018,Fatal,South East,E12000008,21-30 mph,Daylight,Fine + high winds,Dry,1
2018,Fatal,South East,E12000008,21-30 mph,Darkness - lights lit,Unknown,Wet or damp,1
2018,Fatal,South East,E12000008,21-30 mph,Darkness - lights lit,Fine no high winds,Dry,14
2018,Fatal,South East,E12000008,21-30 mph,Darkness - lights lit,Fine no high winds,Wet or damp,4
2018,Fatal,South East,E12000008,21-30 mph,Darkness - lights lit,Raining no high winds,Wet or damp,3
2018,Fatal,South East,E12000008,21-30 mph,Darkness - lights unlit,Fine no high winds,Dry,1
2018,Fatal,South East,E12000008,21-30 mph,Darkness - no lighting,Fine no high winds,Dry,1
2018,Fatal,South East,E12000008,21-30 mph,Darkness - no lighting,Fine no high winds,Wet or damp,3
2018,Fatal,South East,E12000008,21-30 mph,Darkness - no lighting,Raining no high winds,Wet or damp,1
2018,Fatal,South East,E12000008,21-30 mph,Darkness - lighting unknown,Fine no high winds,Dry,1
2018,Fatal,South East,E12000008,31-40 mph,Daylight,Fine no high winds,Dry,15
2018,Fatal,South East,E12000008,31-40 mph,Daylight,Fine no high winds,Wet or damp,1
2018,Fatal,South East,E12000008,31-40 mph,Daylight,Fine no high winds,Snow,1
2018,Fatal,South East,E12000008,31-40 mph,Darkness - lights lit,Fine no high winds,Dry,4
2018,Fatal,South East,E12000008,31-40 mph,Darkness - lights lit,Fine no high winds,Wet or damp,1
2018,Fatal,South East,E12000008,31-40 mph,Darkness - lights lit,Fog or mist,Dry,1
2018,Fatal,South East,E12000008,31-40 mph,Darkness - no lighting,Fine no high winds,Dry,4
2018,Fatal,South East,E12000008,31-40 mph,Darkness - no lighting,Fine no high winds,Wet or damp,1
2018,Fatal,South East,E12000008,31-40 mph,Darkness - no lighting,Raining no high winds,Wet or damp,1
2018,Fatal,South East,E12000008,31-40 mph,Darkness - no lighting,Other,Wet or damp,1
2018,Fatal,South East,E12000008,41-50 mph,Daylight,Fine no high winds,Dry,13
2018,Fatal,South East,E12000008,41-50 mph,Daylight,Raining no high winds,Wet or damp,3
2018,Fatal,South East,E12000008,41-50 mph,Darkness - lights lit,Fine no high winds,Dry,2
2018,Fatal,South East,E12000008,41-50 mph,Darkness - no lighting,Fine no high winds,Dry,6
2018,Fatal,South East,E12000008,41-50 mph,Darkness - no lighting,Fine no high winds,Wet or damp,1
2018,Fatal,South East,E12000008,51-60 mph,Daylight,Fine no high winds,Dry,33
2018,Fatal,South East,E12000008,51-60 mph,Daylight,Fine no high winds,Wet or damp,6
2018,Fatal,South East,E12000008,51-60 mph,Daylight,Raining no high winds,Wet or damp,2
2018,Fatal,South East,E12000008,51-60 mph,Darkness - lights lit,Fine no high winds,Dry,2
2018,Fatal,South East,E12000008,51-60 mph,Darkness - lights lit,Raining no high winds,Wet or damp,1
2018,Fatal,South East,E12000008,51-60 mph,Darkness - no lighting,Fine no high winds,Dry,14
2018,Fatal,South East,E12000008,51-60 mph,Darkness - no lighting,Fine no high winds,Wet or damp,2
2018,Fatal,South East,E12000008,51-60 mph,Darkness - no lighting,Raining no high winds,Wet or damp,2
2018,Fatal,South East,E12000008,51-60 mph,Darkness - no lighting,Raining + high winds,Wet or damp,1
2018,Fatal,South East,E12000008,51-60 mph,Darkness - no lighting,Fog or mist,Wet or damp,1
2018,Fatal,South East,E12000008,51-60 mph,Darkness - lighting unknown,Fine no high winds,Dry,1
2018,Fatal,South East,E12000008,61-70 mph,Daylight,Fine no high winds,Dry,12
2018,Fatal,South East,E12000008,61-70 mph,Daylight,Fine no high winds,Wet or damp,1
2018,Fatal,South East,E12000008,61-70 mph,Daylight,Fine no high winds,Frost or ice,1
2018,Fatal,South East,E12000008,61-70 mph,Daylight,Raining no high winds,Wet or damp,1
2018,Fatal,South East,E12000008,61-70 mph,Daylight,Snowing no high winds,Snow,1
2018,Fatal,South East,E12000008,61-70 mph,Daylight,Other,Frost or ice,1
2018,Fatal,South East,E12000008,61-70 mph,Darkness - lights lit,Fine no high winds,Dry,3
2018,Fatal,South East,E12000008,61-70 mph,Darkness - lights unlit,Fine no high winds,Dry,1
2018,Fatal,South East,E12000008,61-70 mph,Darkness - lights unlit,Fine no high winds,Wet or damp,1
2018,Fatal,South East,E12000008,61-70 mph,Darkness - no lighting,Fine no high winds,Dry,9
2018,Fatal,South East,E12000008,61-70 mph,Darkness - no lighting,Fine no high winds,Wet or damp,3
2018,Fatal,South East,E12000008,61-70 mph,Darkness - no lighting,Raining no high winds,Wet or damp,1
2018,Fatal,South East,E12000008,61-70 mph,Darkness - no lighting,Raining + high winds,Wet or damp,1
2018,Fatal,South East,E12000008,61-70 mph,Darkness - lighting unknown,Fine no high winds,Dry,1
2018,Fatal,South East,E12000008,Motorway,Daylight,Fine no high winds,Dry,4
2018,Fatal,South East,E12000008,Motorway,Daylight,Raining no high winds,Wet or damp,2
2018,Fatal,South East,E12000008,Motorway,Darkness - lights lit,Fine no high winds,Dry,1
2018,Fatal,South East,E12000008,Motorway,Darkness - lights lit,Fine no high winds,Wet or damp,1
2018,Fatal,South East,E12000008,Motorway,Darkness - no lighting,Raining no high winds,Wet or damp,3
2018,Fatal,South East,E12000008,Motorway,Darkness - no lighting,Raining + high winds,Wet or damp,1
2018,Fatal,London,E12000007,1-20 mph,Daylight,Fine no high winds,Dry,8
2018,Fatal,London,E12000007,1-20 mph,Daylight,Raining no high winds,Wet or damp,2
2018,Fatal,London,E12000007,1-20 mph,Daylight,Fine + high winds,Dry,1
2018,Fatal,London,E12000007,1-20 mph,Darkness - lights lit,Unknown,Wet or damp,1
2018,Fatal,London,E12000007,1-20 mph,Darkness - lights lit,Fine no high winds,Dry,4
2018,Fatal,London,E12000007,21-30 mph,Daylight,Fine no high winds,Dry,33
2018,Fatal,London,E12000007,21-30 mph,Daylight,Fine no high winds,Wet or damp,3
2018,Fatal,London,E12000007,21-30 mph,Daylight,Raining no high winds,Wet or damp,3
2018,Fatal,London,E12000007,21-30 mph,Daylight,Fine + high winds,Dry,1
2018,Fatal,London,E12000007,21-30 mph,Darkness - lights lit,Unknown,Wet or damp,1
2018,Fatal,London,E12000007,21-30 mph,Darkness - lights lit,Fine no high winds,Dry,18
2018,Fatal,London,E12000007,21-30 mph,Darkness - lights lit,Fine no high winds,Wet or damp,2
2018,Fatal,London,E12000007,21-30 mph,Darkness - lights lit,Raining no high winds,Wet or damp,7
2018,Fatal,London,E12000007,21-30 mph,Darkness - lights lit,Other,Wet or damp,1
2018,Fatal,London,E12000007,21-30 mph,Darkness - lights unlit,Other,Wet or damp,1
2018,Fatal,London,E12000007,31-40 mph,Daylight,Fine no high winds,Dry,4
2018,Fatal,London,E12000007,31-40 mph,Daylight,Raining + high winds,Wet or damp,1
2018,Fatal,London,E12000007,31-40 mph,Darkness - lights lit,Fine no high winds,Dry,5
2018,Fatal,London,E12000007,31-40 mph,Darkness - lights lit,Raining no high winds,Wet or damp,1
2018,Fatal,London,E12000007,41-50 mph,Daylight,Fine no high winds,Dry,3
2018,Fatal,London,E12000007,41-50 mph,Daylight,Fine + high winds,Dry,1
2018,Fatal,London,E12000007,41-50 mph,Darkness - lights lit,Fine no high winds,Dry,7
2018,Fatal,London,E12000007,61-70 mph,Daylight,Fine no high winds,Dry,1
2018,Fatal,South West,E12000009,1-20 mph,Daylight,Unknown,Dry,1
2018,Fatal,South West,E12000009,1-20 mph,Daylight,Fine no high winds,Dry,4
2018,Fatal,South West,E12000009,1-20 mph,Daylight,Raining no high winds,Wet or damp,1
2018,Fatal,South West,E12000009,1-20 mph,Darkness - lights lit,Fine no high winds,Dry,1
2018,Fatal,South West,E12000009,1-20 mph,Darkness - lights lit,Raining no high winds,Wet or damp,1
2018,Fatal,South West,E12000009,1-20 mph,Darkness - lighting unknown,Fine no high winds,Dry,1
2018,Fatal,South West,E12000009,21-30 mph,Daylight,Fine no high winds,Dry,22
2018,Fatal,South West,E12000009,21-30 mph,Daylight,Raining no high winds,Wet or damp,2
2018,Fatal,South West,E12000009,21-30 mph,Daylight,Snowing no high winds,Snow,1
2018,Fatal,South West,E12000009,21-30 mph,Darkness - lights lit,Unknown,Dry,1
2018,Fatal,South West,E12000009,21-30 mph,Darkness - lights lit,Unknown,Wet or damp,1
2018,Fatal,South West,E12000009,21-30 mph,Darkness - lights lit,Fine no high winds,Dry,6
2018,Fatal,South West,E12000009,21-30 mph,Darkness - lights lit,Fine no high winds,Wet or damp,1
2018,Fatal,South West,E12000009,21-30 mph,Darkness - lights lit,Raining no high winds,Wet or damp,1
2018,Fatal,South West,E12000009,21-30 mph,Darkness - lights lit,Raining + high winds,Wet or damp,1
2018,Fatal,South West,E12000009,21-30 mph,Darkness - lights lit,Other,Wet or damp,1
2018,Fatal,South West,E12000009,21-30 mph,Darkness - lights unlit,Fine no high winds,Dry,1
2018,Fatal,South West,E12000009,21-30 mph,Darkness - no lighting,Fine no high winds,Dry,3
2018,Fatal,South West,E12000009,21-30 mph,Darkness - no lighting,Fine no high winds,Wet or damp,1
2018,Fatal,South West,E12000009,21-30 mph,Darkness - no lighting,Fog or mist,Dry,1
2018,Fatal,South West,E12000009,21-30 mph,Darkness - lighting unknown,Fine no high winds,Dry,1
2018,Fatal,South West,E12000009,21-30 mph,Darkness - lighting unknown,Fine no high winds,Wet or damp,1
2018,Fatal,South West,E12000009,31-40 mph,Daylight,Fine no high winds,Dry,11
2018,Fatal,South West,E12000009,31-40 mph,Daylight,Fine no high winds,Wet or damp,3
2018,Fatal,South West,E12000009,31-40 mph,Daylight,Raining + high winds,Wet or damp,1
2018,Fatal,South West,E12000009,31-40 mph,Darkness - lights lit,Fine no high winds,Dry,2
2018,Fatal,South West,E12000009,31-40 mph,Darkness - lights unlit,Fine no high winds,Wet or damp,1
2018,Fatal,South West,E12000009,31-40 mph,Darkness - no lighting,Unknown,Wet or damp,1
2018,Fatal,South West,E12000009,31-40 mph,Darkness - no lighting,Fine no high winds,Dry,1
2018,Fatal,South West,E12000009,31-40 mph,Darkness - lighting unknown,Raining no high winds,Wet or damp,1
2018,Fatal,South West,E12000009,41-50 mph,Daylight,Fine no high winds,Dry,6
2018,Fatal,South West,E12000009,41-50 mph,Daylight,Raining + high winds,Wet or damp,2
2018,Fatal,South West,E12000009,41-50 mph,Darkness - lights lit,Fine no high winds,Dry,2
2018,Fatal,South West,E12000009,41-50 mph,Darkness - no lighting,Fine no high winds,Dry,2
2018,Fatal,South West,E12000009,41-50 mph,Darkness - no lighting,Fine no high winds,Wet or damp,1
2018,Fatal,South West,E12000009,41-50 mph,Darkness - no lighting,Raining + high winds,Wet or damp,1
2018,Fatal,South West,E12000009,41-50 mph,Darkness - lighting unknown,Fine no high winds,Wet or damp,1
2018,Fatal,South West,E12000009,51-60 mph,Daylight,Unknown,Dry,1
2018,Fatal,South West,E12000009,51-60 mph,Daylight,Fine no high winds,Dry,34
2018,Fatal,South West,E12000009,51-60 mph,Daylight,Fine no high winds,Wet or damp,3
2018,Fatal,South West,E12000009,51-60 mph,Daylight,Raining no high winds,Wet or damp,3
2018,Fatal,South West,E12000009,51-60 mph,Daylight,Raining + high winds,Wet or damp,2
2018,Fatal,South West,E12000009,51-60 mph,Darkness - lights lit,Fine no high winds,Dry,1
2018,Fatal,South West,E12000009,51-60 mph,Darkness - no lighting,Fine no high winds,Dry,15
2018,Fatal,South West,E12000009,51-60 mph,Darkness - no lighting,Fine no high winds,Wet or damp,1
2018,Fatal,South West,E12000009,51-60 mph,Darkness - lighting unknown,Fine no high winds,Dry,1
2018,Fatal,South West,E12000009,51-60 mph,Darkness - lighting unknown,Other,Wet or damp,1
2018,Fatal,South West,E12000009,61-70 mph,Daylight,Fine no high winds,Dry,5
2018,Fatal,South West,E12000009,61-70 mph,Daylight,Raining no high winds,Wet or damp,1
2018,Fatal,South West,E12000009,61-70 mph,Daylight,Fog or mist,Wet or damp,1
2018,Fatal,South West,E12000009,61-70 mph,Darkness - no lighting,Fine no high winds,Dry,6
2018,Fatal,South West,E12000009,Motorway,Daylight,Fine no high winds,Dry,2
2018,Fatal,South West,E12000009,Motorway,Daylight,Raining no high winds,Wet or damp,1
2018,Fatal,South West,E12000009,Motorway,Darkness - lights lit,Raining + high winds,Wet or damp,1
2018,Fatal,South West,E12000009,Motorway,Darkness - lights unlit,Unknown,Dry,1
2018,Fatal,South West,E12000009,Motorway,Darkness - no lighting,Raining + high winds,Wet or damp,1
2018,Fatal,South West,E12000009,Motorway,Darkness - lighting unknown,Raining no high winds,Wet or damp,1
2018,Fatal,Wales,W92000004,21-30 mph,Daylight,Unknown,Wet or damp,1
2018,Fatal,Wales,W92000004,21-30 mph,Daylight,Fine no high winds,Dry,18
2018,Fatal,Wales,W92000004,21-30 mph,Daylight,Fine no high winds,Wet or damp,1
2018,Fatal,Wales,W92000004,21-30 mph,Daylight,Raining no high winds,Wet or damp,3
2018,Fatal,Wales,W92000004,21-30 mph,Darkness - lights lit,Fine no high winds,Dry,2
2018,Fatal,Wales,W92000004,21-30 mph,Darkness - lights lit,Fine no high winds,Wet or damp,1
2018,Fatal,Wales,W92000004,21-30 mph,Darkness - lights lit,Raining no high winds,Wet or damp,3
2018,Fatal,Wales,W92000004,21-30 mph,Darkness - lights lit,Raining + high winds,Wet or damp,1
2018,Fatal,Wales,W92000004,21-30 mph,Darkness - lights unlit,Fine no high winds,Dry,1
2018,Fatal,Wales,W92000004,21-30 mph,Darkness - no lighting,Unknown,Wet or damp,1
2018,Fatal,Wales,W92000004,31-40 mph,Daylight,Fine no high winds,Dry,1
2018,Fatal,Wales,W92000004,31-40 mph,Darkness - lights lit,Raining no high winds,Wet or damp,1
2018,Fatal,Wales,W92000004,41-50 mph,Daylight,Fine no high winds,Dry,2
2018,Fatal,Wales,W92000004,41-50 mph,Daylight,Snowing no high winds,Wet or damp,1
2018,Fatal,Wales,W92000004,41-50 mph,Darkness - lights lit,Fine no high winds,Dry,1
2018,Fatal,Wales,W92000004,41-50 mph,Darkness - no lighting,Fine no high winds,Dry,1
2018,Fatal,Wales,W92000004,41-50 mph,Darkness - no lighting,Raining no high winds,Wet or damp,1
2018,Fatal,Wales,W92000004,51-60 mph,Daylight,Fine no high winds,Dry,19
2018,Fatal,Wales,W92000004,51-60 mph,Daylight,Fine no high winds,Wet or damp,2
2018,Fatal,Wales,W92000004,51-60 mph,Daylight,Fine no high winds,Frost or ice,1
2018,Fatal,Wales,W92000004,51-60 mph,Daylight,Raining no high winds,Wet or damp,3
2018,Fatal,Wales,W92000004,51-60 mph,Daylight,Fine + high winds,Wet or damp,1
2018,Fatal,Wales,W92000004,51-60 mph,Darkness - lights lit,Fine no high winds,Dry,1
2018,Fatal,Wales,W92000004,51-60 mph,Darkness - lights lit,Raining no high winds,Wet or damp,1
2018,Fatal,Wales,W92000004,51-60 mph,Darkness - no lighting,Unknown,Dry,1
2018,Fatal,Wales,W92000004,51-60 mph,Darkness - no lighting,Fine no high winds,Dry,4
2018,Fatal,Wales,W92000004,51-60 mph,Darkness - no lighting,Fine no high winds,Wet or damp,1
2018,Fatal,Wales,W92000004,51-60 mph,Darkness - no lighting,Raining no high winds,Wet or damp,4
2018,Fatal,Wales,W92000004,51-60 mph,Darkness - no lighting,Fine + high winds,Dry,1
2018,Fatal,Wales,W92000004,61-70 mph,Daylight,Fine no high winds,Dry,2
2018,Fatal,Wales,W92000004,61-70 mph,Darkness - no lighting,Fine no high winds,Dry,4
2018,Fatal,Wales,W92000004,61-70 mph,Darkness - no lighting,Raining no high winds,Wet or damp,1
2018,Fatal,Wales,W92000004,Motorway,Daylight,Fine no high winds,Dry,4
2018,Fatal,Wales,W92000004,Motorway,Daylight,Raining no high winds,Wet or damp,1
2018,Fatal,Wales,W92000004,Motorway,Darkness - lights lit,Fine no high winds,Wet or damp,1
2018,Fatal,Wales,W92000004,Motorway,Darkness - no lighting,Fine no high winds,Wet or damp,2
2018,Fatal,Wales,W92000004,Motorway,Darkness - no lighting,Raining + high winds,Wet or damp,1
2018,Fatal,Scotland,S92000003,1-20 mph,Daylight,Fine no high winds,Dry,3
2018,Fatal,Scotland,S92000003,1-20 mph,Daylight,Raining no high winds,Wet or damp,2
2018,Fatal,Scotland,S92000003,1-20 mph,Darkness - lights unlit,Fine no high winds,Dry,1
2018,Fatal,Scotland,S92000003,1-20 mph,Darkness - lights unlit,Fine no high winds,Wet or damp,1
2018,Fatal,Scotland,S92000003,21-30 mph,Daylight,Fine no high winds,Dry,16
2018,Fatal,Scotland,S92000003,21-30 mph,Daylight,Fine no high winds,Wet or damp,2
2018,Fatal,Scotland,S92000003,21-30 mph,Darkness - lights lit,Fine no high winds,Dry,1
2018,Fatal,Scotland,S92000003,21-30 mph,Darkness - lights lit,Fine no high winds,Wet or damp,5
2018,Fatal,Scotland,S92000003,21-30 mph,Darkness - lights lit,Raining no high winds,Wet or damp,1
2018,Fatal,Scotland,S92000003,21-30 mph,Darkness - lights unlit,Fine no high winds,Dry,1
2018,Fatal,Scotland,S92000003,31-40 mph,Daylight,Fine no high winds,Dry,2
2018,Fatal,Scotland,S92000003,31-40 mph,Daylight,Fine no high winds,Wet or damp,1
2018,Fatal,Scotland,S92000003,31-40 mph,Daylight,Raining no high winds,Wet or damp,1
2018,Fatal,Scotland,S92000003,31-40 mph,Daylight,Other,Dry,1
2018,Fatal,Scotland,S92000003,31-40 mph,Darkness - lights lit,Fine no high winds,Dry,2
2018,Fatal,Scotland,S92000003,31-40 mph,Darkness - lights lit,Fine no high winds,Wet or damp,2
2018,Fatal,Scotland,S92000003,41-50 mph,Daylight,Fine no high winds,Dry,2
2018,Fatal,Scotland,S92000003,41-50 mph,Daylight,Fine no high winds,Wet or damp,2
2018,Fatal,Scotland,S92000003,41-50 mph,Daylight,Raining no high winds,Wet or damp,1
2018,Fatal,Scotland,S92000003,41-50 mph,Darkness - lights lit,Fine no high winds,Dry,1
2018,Fatal,Scotland,S92000003,51-60 mph,Daylight,Fine no high winds,Dry,45
2018,Fatal,Scotland,S92000003,51-60 mph,Daylight,Fine no high winds,Wet or damp,9
2018,Fatal,Scotland,S92000003,51-60 mph,Daylight,Raining no high winds,Wet or damp,6
2018,Fatal,Scotland,S92000003,51-60 mph,Daylight,Fine + high winds,Dry,1
2018,Fatal,Scotland,S92000003,51-60 mph,Daylight,Raining + high winds,Wet or damp,1
2018,Fatal,Scotland,S92000003,51-60 mph,Daylight,Other,Dry,1
2018,Fatal,Scotland,S92000003,51-60 mph,Darkness - lights lit,Fine no high winds,Dry,1
2018,Fatal,Scotland,S92000003,51-60 mph,Darkness - lights lit,Fine no high winds,Wet or damp,1
2018,Fatal,Scotland,S92000003,51-60 mph,Darkness - no lighting,Fine no high winds,Dry,13
2018,Fatal,Scotland,S92000003,51-60 mph,Darkness - no lighting,Fine no high winds,Wet or damp,8
2018,Fatal,Scotland,S92000003,51-60 mph,Darkness - no lighting,Fine no high winds,Frost or ice,1
2018,Fatal,Scotland,S92000003,51-60 mph,Darkness - no lighting,Raining no high winds,Wet or damp,1
2018,Fatal,Scotland,S92000003,61-70 mph,Daylight,Fine no high winds,Dry,1
